original_article,cleaned_article,change_description,legal_violation_categories
《中华人民共和国水污染防治法》第八十四条第二款的规定：“除前款,《中华人民共和国水污染防治法》第八十四条第二款的规定,"截断后缀""：“除前款""",环境保护
《中华人民共和国水污染防治法》第八十四条第二款“除前款,《中华人民共和国水污染防治法》第八十四条第二款,"截断后缀""“除前款""",环境保护
《中华人民共和国水污染防治法》第八十四条第二款:除前款,《中华人民共和国水污染防治法》第八十四条第二款,"截断后缀"":除前款""",环境保护
"《中华人民共和国水污染防治法》第八十三条第(三)项之规定,罚款",《中华人民共和国水污染防治法》第八十三条第(三)项之规定,"截断后缀"",罚款""",环境保护
《中华人民共和国水污染防治法》第八十三条和,《中华人民共和国水污染防治法》第八十三条,"截断后缀""和""",环境保护
《晋中市扬尘污染防治条例》第二十九条规定,《晋中市扬尘污染防治条例》第二十九条,"截断后缀""规定""",环境保护
《中华人民共和国水污染防治法》第八十五条第一款第四项和第二款及参照,《中华人民共和国水污染防治法》第八十五条第一款第四项和第二款,"截断后缀""及参照""",环境保护
《中华人民共和国水污染防治法》第八十五条第七款罚款,《中华人民共和国水污染防治法》第八十五条第七款,"截断后缀""罚款""",环境保护
《中华人民共和国水污染防治法》第八十五条第三项处以人民币伍万壹仟伍佰元罚款（罚款,《中华人民共和国水污染防治法》第八十五条第三项,"截断后缀""处以人民币伍万壹仟伍佰元罚款（罚款""",环境保护
《中华人民共和国水污染防治法》第八十二条第二款、,《中华人民共和国水污染防治法》第八十二条第二款,"截断后缀""、""",环境保护
《中华人民共和国水污染防治法》第八十二条第一款第一项的法律规定,《中华人民共和国水污染防治法》第八十二条第一款第一项,"截断后缀""的法律规定""",环境保护
《中华人民共和国水污染防治法》第八十三条第三项的规定处人民币贰拾伍万元罚款,《中华人民共和国水污染防治法》第八十三条第三项的规定,"截断后缀""处人民币贰拾伍万元罚款""",环境保护
《中华人民共和国水污染防治法》第八十三条第三项的规定：处十万元罚款,《中华人民共和国水污染防治法》第八十三条第三项的规定,"截断后缀""：处十万元罚款""",环境保护
《中华人民共和国水污染防治法》第八十三条第二项处以人民币壹拾玖万元罚款（罚款,《中华人民共和国水污染防治法》第八十三条第二项,"截断后缀""处以人民币壹拾玖万元罚款（罚款""",环境保护
《中华人民共和国水污染防治法》第八十九条第二款、,《中华人民共和国水污染防治法》第八十九条第二款,"截断后缀""、""",环境保护
《中华人民共和国水污染防治法》第八十九条第二款处以罚款,《中华人民共和国水污染防治法》第八十九条第二款,"截断后缀""处以罚款""",环境保护
《中华人民共和国环境保护法》第六十一条和,《中华人民共和国环境保护法》第六十一条,"截断后缀""和""",环境保护
《中华人民共和国环境噪声污染防治法》第三十条第一款规定和,《中华人民共和国环境噪声污染防治法》第三十条第一款,"截断后缀""规定和""",环境保护
《中华人民共和国环境噪声污染防治法》第五十六条、,《中华人民共和国环境噪声污染防治法》第五十六条,"截断后缀""、""",环境保护
《中华人民共和国环境噪声污染防治法》第五十六条及,《中华人民共和国环境噪声污染防治法》第五十六条,"截断后缀""及""",环境保护
《中华人民共和国环境噪声污染防治法》第五十六条和,《中华人民共和国环境噪声污染防治法》第五十六条,"截断后缀""和""",环境保护
《中华人民共和国环境噪声污染防治法》第五十六条规定,《中华人民共和国环境噪声污染防治法》第五十六条,"截断后缀""规定""",环境保护
《中华人民共和国环境噪声污染防治法》第五十六条规定我局决定对你单位处以罚款,《中华人民共和国环境噪声污染防治法》第五十六条,"截断后缀""规定我局决定对你单位处以罚款""",环境保护
《中华人民共和国环境噪声污染防治法》第三十条、,《中华人民共和国环境噪声污染防治法》第三十条,"截断后缀""、""",环境保护
"《中华人民共和国环境噪声污染防治法》第三十条第一款,",《中华人民共和国环境噪声污染防治法》第三十条第一款,"截断后缀"",""",环境保护
《排污许可管理条例》第三十三条第二项“违反本条,《排污许可管理条例》第三十三条第二项,"截断后缀""“违反本条""",环境保护
《中华人民共和国环境噪声污染防治法》第三十条第一款、,《中华人民共和国环境噪声污染防治法》第三十条第一款,"截断后缀""、""",环境保护
《排污许可条例》第十七条二款,《排污许可条例》第十七条,"截断后缀""二款""",环境保护
《排污许可管理条例》第三十七条第(三)项;罚款,《排污许可管理条例》第三十七条第(三)项,"截断后缀"";罚款""",环境保护
《排污许可管理条例》第三十七条“违反本条,《排污许可管理条例》第三十七条,"截断后缀""“违反本条""",环境保护
《中华人民共和国环境噪声污染防治法》第三十条第一款及,《中华人民共和国环境噪声污染防治法》第三十条第一款,"截断后缀""及""",环境保护
《中华人民共和国环境噪声污染防治法》第三十条第一款和,《中华人民共和国环境噪声污染防治法》第三十条第一款,"截断后缀""和""",环境保护
《中华人民共和国环境影响评价法》第三十一条“建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条,"截断后缀""“建设单位未依法报批建设项""",环境保护
《中华人民共和国环境影响评价法》第三十一条之规定罚款,《中华人民共和国环境影响评价法》第三十一条之规定,"截断后缀""罚款""",环境保护
《中华人民共和国环境影响评价法》第三十一条关于“建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条,"截断后缀""关于“建设单位未依法报批建设项""",环境保护
《中华人民共和国环境影响评价法》第三十一条建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条,"截断后缀""建设单位未依法报批建设项""",环境保护
《中华人民共和国环境影响评价法》第三十一条第一款“建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条第一款,"截断后缀""“建设单位未依法报批建设项""",环境保护
《中华人民共和国环境影响评价法》第三十一条第一款、第二款:“建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条第一款、第二款,"截断后缀"":“建设单位未依法报批建设项""",环境保护
《中华人民共和国环境影响评价法》第三十一条第一款之规定:“建设单位未依法报批建设项,《中华人民共和国环境影响评价法》第三十一条第一款之规定,"截断后缀"":“建设单位未依法报批建设项""",环境保护
